rainfall_rate,cumulative_rainfall_24h,soil_moisture,slope_angle,vibration_frequency,pore_water_pressure,temperature,risk_score,risk_class,risk_label
30.81,103.91,55.76,35.37,0.6,28.36,19.23,20.5,0,Safe
0.25,23.39,33.59,40.25,0.6,12.61,17.69,3.6,0,Safe
120.61,362.67,85.57,46.18,3.76,56.58,14.96,89.5,3,Critical
7.98,11.37,28.48,24.02,0.37,7.03,26.49,6.0,0,Safe
37.37,131.32,74.67,27.5,1.53,31.79,13.81,32.2,1,Watch
2.71,10.02,34.41,38.32,0.33,9.52,29.84,0.0,0,Safe
5.59,2.9,40.02,31.96,0.16,5.19,26.08,1.3,0,Safe
4.33,22.59,40.74,19.99,0.37,6.77,21.56,6.2,0,Safe
0.44,16.93,29.96,34.16,0.11,12.46,24.79,7.9,0,Safe
44.78,75.09,63.16,39.12,0.69,25.45,15.6,25.6,0,Safe
111.59,305.48,86.96,54.61,2.07,81.97,11.49,100.0,3,Critical
27.75,113.24,70.99,30.21,0.98,41.89,19.26,33.5,1,Watch
65.83,190.7,76.77,36.45,1.98,41.11,16.31,53.3,1,Watch
34.76,177.18,85.17,43.18,1.75,54.1,15.1,59.8,1,Watch
1.4,5.07,49.25,20.48,0.1,6.59,21.6,0.0,0,Safe
0.37,22.79,33.19,35.61,0.36,11.18,16.79,0.0,0,Safe
1.45,2.23,29.5,24.97,0.55,8.36,18.67,0.0,0,Safe
8.98,91.91,66.31,30.73,0.54,31.29,18.88,18.8,0,Safe
3.78,24.79,42.45,38.07,0.14,8.47,30.43,0.0,0,Safe
125.96,201.22,86.58,54.96,4.34,81.72,16.88,100.0,3,Critical
4.78,13.05,35.88,24.76,0.13,6.6,22.01,4.2,0,Safe
7.79,21.37,28.2,35.25,0.53,3.89,23.37,7.5,0,Safe
23.59,217.92,81.6,36.25,1.83,47.95,17.72,57.5,1,Watch
0.13,12.58,51.41,21.73,0.55,0.0,28.06,0.0,0,Safe
5.43,10.69,36.85,29.47,0.49,7.89,24.57,0.6,0,Safe
127.53,324.28,91.29,39.59,1.81,87.07,12.55,91.1,3,Critical
79.24,302.74,91.32,57.04,4.75,54.73,13.91,100.0,3,Critical
114.34,366.19,88.59,52.29,2.03,76.98,12.93,100.0,3,Critical
4.1,24.27,30.73,32.7,0.15,14.3,20.44,3.9,0,Safe
39.66,176.93,88.5,43.51,1.65,38.65,15.5,61.3,2,Warning
35.24,131.06,77.92,45.43,1.83,38.88,10.85,55.3,1,Watch
5.41,15.01,29.07,32.14,0.5,9.52,21.12,0.0,0,Safe
1.91,1.05,27.33,32.67,0.25,10.91,21.4,0.0,0,Safe
19.94,78.93,65.61,25.1,0.54,36.66,22.51,16.9,0,Safe
42.3,113.81,54.97,31.07,1.06,17.58,25.81,24.0,0,Safe
40.77,180.61,82.03,37.76,1.61,46.2,13.03,52.6,1,Watch
16.16,42.0,53.74,34.88,0.37,28.39,22.12,15.5,0,Safe
0.34,8.89,27.83,36.88,0.41,12.75,22.43,1.3,0,Safe
107.32,209.77,85.15,55.45,4.56,54.83,16.64,100.0,3,Critical
17.21,103.37,76.42,37.67,0.57,39.26,18.5,31.1,1,Watch
0.69,20.08,43.94,26.11,0.29,6.76,19.46,2.8,0,Safe
0.04,19.68,40.77,35.93,0.11,11.43,27.11,4.3,0,Safe
3.07,16.89,33.99,32.51,0.23,11.21,25.0,0.0,0,Safe
13.58,9.5,42.95,26.4,0.14,12.79,21.89,2.4,0,Safe
0.28,23.37,37.01,17.34,0.29,14.8,30.23,2.0,0,Safe
10.44,112.98,68.47,25.86,0.56,24.72,15.3,13.0,0,Safe
5.29,21.49,29.81,29.05,0.35,2.44,26.39,4.5,0,Safe
107.58,276.19,85.08,43.63,4.68,67.2,14.82,92.0,3,Critical
5.71,24.13,33.28,10.0,0.17,6.63,30.5,0.0,0,Safe
3.12,19.4,30.45,22.49,0.51,9.81,12.51,0.2,0,Safe
0.58,1.85,39.81,41.48,0.1,18.83,28.97,5.3,0,Safe
2.24,16.43,28.23,27.42,0.13,8.1,18.33,3.2,0,Safe
49.54,134.05,79.78,41.63,1.4,31.85,15.36,46.9,1,Watch
11.86,113.3,66.33,35.14,1.13,32.37,14.73,23.4,0,Safe
31.64,63.22,58.47,37.91,0.4,19.79,19.15,20.9,0,Safe
26.95,72.3,54.89,27.25,0.87,17.02,19.93,12.3,0,Safe
11.53,21.29,32.35,23.4,0.51,18.81,25.7,4.3,0,Safe
100.53,355.76,94.11,36.34,1.88,58.25,16.57,77.7,2,Warning
3.55,24.4,42.8,21.79,0.35,14.46,26.6,0.7,0,Safe
5.5,9.96,33.73,37.72,0.31,10.33,16.48,0.0,0,Safe
111.95,306.42,92.88,49.14,1.9,61.46,10.58,96.1,3,Critical
5.43,0.17,40.12,36.42,0.27,3.87,27.58,7.7,0,Safe
0.0,14.88,43.16,25.0,0.56,19.29,29.53,6.3,0,Safe
65.11,216.16,81.17,36.8,1.34,44.09,14.1,58.9,1,Watch
7.36,13.48,32.84,22.31,0.17,14.57,19.43,2.8,0,Safe
16.5,96.11,61.16,31.74,1.04,24.79,19.35,18.6,0,Safe
5.01,5.24,32.97,28.23,0.4,9.67,23.99,3.1,0,Safe
5.7,11.33,32.4,38.79,0.34,7.51,13.01,1.9,0,Safe
2.45,20.67,32.2,37.28,0.26,0.41,33.78,1.8,0,Safe
0.29,9.44,44.18,29.36,0.14,11.54,34.09,3.9,0,Safe
21.27,51.15,41.15,33.89,0.83,30.75,22.07,19.7,0,Safe
26.55,80.97,70.88,28.74,0.93,38.72,19.78,26.2,0,Safe
76.85,209.42,80.9,41.76,1.56,42.87,13.06,69.6,2,Warning
0.79,20.14,45.11,22.41,0.34,14.85,18.79,9.1,0,Safe
7.75,104.73,75.8,35.71,0.89,29.46,21.06,24.3,0,Safe
3.56,14.14,33.04,19.73,0.16,14.22,20.41,4.6,0,Safe
0.59,11.1,37.85,36.34,0.53,4.34,28.98,2.1,0,Safe
88.26,154.04,81.66,38.76,1.21,42.95,18.27,59.8,1,Watch
34.49,41.97,54.78,27.06,0.43,40.29,20.44,21.7,0,Safe
12.7,76.37,66.38,40.68,0.42,14.73,19.75,10.2,0,Safe
23.9,66.56,68.75,30.65,0.59,29.93,22.39,19.6,0,Safe
0.02,6.56,31.63,23.67,0.44,9.14,23.9,1.8,0,Safe
6.26,15.62,36.34,30.15,0.25,8.85,24.55,5.7,0,Safe
0.35,21.36,50.1,25.1,0.39,9.11,22.47,6.3,0,Safe
0.93,6.09,28.61,35.85,0.58,8.6,20.35,3.6,0,Safe
1.51,13.6,34.02,25.28,0.48,14.91,21.73,4.0,0,Safe
37.2,209.09,86.82,35.35,1.98,49.11,18.33,52.8,1,Watch
0.66,19.18,50.16,16.6,0.39,8.56,31.18,0.3,0,Safe
9.95,89.36,61.9,30.46,0.7,37.09,17.14,25.3,0,Safe
56.49,314.8,98.33,48.67,2.83,61.5,17.61,97.8,3,Critical
41.98,61.41,76.73,40.41,0.69,30.87,19.12,34.9,1,Watch
93.88,207.03,89.87,44.33,4.3,85.83,10.33,100.0,3,Critical
10.08,57.25,49.32,44.42,0.96,21.5,19.99,14.5,0,Safe
1.31,16.27,32.71,30.17,0.18,6.7,28.32,2.3,0,Safe
56.95,142.73,63.34,41.99,1.18,41.52,18.46,54.3,1,Watch
4.28,20.53,36.57,38.57,0.38,15.27,26.75,0.6,0,Safe
11.16,117.61,61.08,33.19,0.65,20.03,19.35,21.4,0,Safe
37.91,74.63,72.38,26.26,0.95,32.45,15.47,19.8,0,Safe
1.38,10.76,42.76,18.34,0.44,7.89,18.23,0.0,0,Safe
0.06,10.35,29.91,25.18,0.28,10.67,17.88,0.0,0,Safe
1.32,19.1,23.57,30.54,0.45,7.38,22.34,4.5,0,Safe
72.06,157.28,83.79,39.23,1.37,55.83,11.3,64.7,2,Warning
0.98,16.23,36.64,26.5,0.54,13.16,23.91,0.9,0,Safe
1.83,5.29,35.99,27.96,0.32,7.3,26.59,0.5,0,Safe
33.66,38.6,34.37,24.77,0.85,37.11,18.89,19.3,0,Safe
124.59,323.35,96.95,36.67,4.02,54.43,13.64,76.5,2,Warning
25.66,113.93,57.22,33.96,0.99,26.9,11.16,24.0,0,Safe
1.12,7.26,17.5,30.96,0.47,7.12,20.31,0.0,0,Safe
33.31,118.07,46.6,27.77,0.97,12.29,22.13,15.4,0,Safe
0.75,14.22,42.57,19.75,0.42,5.97,30.05,6.8,0,Safe
2.94,13.23,44.63,31.98,0.21,16.51,24.85,6.5,0,Safe
18.87,85.79,55.6,37.44,0.5,26.14,16.81,26.2,0,Safe
30.64,100.64,60.65,30.55,0.55,32.29,17.48,25.5,0,Safe
22.38,41.26,70.32,34.35,1.1,31.94,18.82,15.8,0,Safe
26.23,42.38,51.7,42.44,0.85,31.87,22.12,24.4,0,Safe
27.34,196.28,84.08,31.42,1.37,45.31,15.54,39.3,1,Watch
7.02,66.68,57.01,26.59,1.14,28.72,17.84,12.7,0,Safe
31.63,210.64,78.14,45.27,1.54,50.2,14.69,66.6,2,Warning
1.58,1.11,35.13,28.59,0.2,14.33,27.74,0.0,0,Safe
43.03,157.48,69.32,41.73,1.01,52.91,19.51,51.7,1,Watch
0.1,13.0,31.02,33.95,0.14,14.53,30.4,0.5,0,Safe
4.76,5.79,24.16,22.11,0.35,9.11,21.3,2.1,0,Safe
63.75,75.13,49.56,37.44,0.97,28.86,19.17,29.1,0,Safe
8.68,105.27,66.65,39.73,0.53,36.09,18.28,25.4,0,Safe
2.13,9.9,34.76,23.49,0.16,11.92,21.73,3.0,0,Safe
1.76,5.09,30.45,21.39,0.43,16.31,19.81,0.0,0,Safe
0.49,2.59,25.76,28.01,0.31,2.98,26.59,2.0,0,Safe
1.93,17.08,47.46,33.85,0.28,12.02,19.74,0.0,0,Safe
0.2,5.71,39.42,25.14,0.59,7.37,18.97,0.0,0,Safe
32.74,142.67,85.41,31.03,1.59,54.31,15.97,47.7,1,Watch
44.95,118.84,80.73,32.16,1.52,63.66,10.35,52.4,1,Watch
30.84,100.29,65.62,36.13,1.16,44.05,18.77,40.1,1,Watch
0.24,6.37,43.12,25.29,0.35,11.05,18.8,0.0,0,Safe
21.96,54.7,57.09,37.97,0.9,25.27,13.13,17.4,0,Safe
37.04,77.45,52.16,29.63,0.32,17.63,19.04,9.5,0,Safe
119.89,206.63,93.22,51.67,2.81,71.91,15.02,100.0,3,Critical
3.52,3.2,34.7,23.07,0.45,0.0,22.85,0.0,0,Safe
70.61,201.1,79.82,29.24,1.08,43.07,18.26,49.9,1,Watch
93.7,192.29,70.18,35.22,1.33,43.56,16.17,49.6,1,Watch
0.01,9.25,35.92,29.88,0.11,10.49,19.87,0.2,0,Safe
44.7,170.78,79.76,29.58,1.9,57.64,15.47,48.8,1,Watch
36.54,77.38,76.61,29.06,0.95,16.16,19.29,18.0,0,Safe
0.92,7.59,33.54,32.5,0.34,8.52,23.5,0.0,0,Safe
13.15,53.78,67.9,24.17,0.37,13.29,19.54,2.5,0,Safe
0.55,12.35,31.42,38.83,0.34,11.72,24.2,0.0,0,Safe
60.25,214.87,90.89,34.87,1.16,50.53,18.43,57.5,1,Watch
9.2,8.81,43.46,22.91,0.19,0.0,23.01,4.8,0,Safe
67.58,118.12,78.69,39.68,1.83,43.76,16.1,63.6,2,Warning
125.99,261.41,88.21,54.53,4.49,79.52,18.15,100.0,3,Critical
17.43,71.69,64.35,26.22,0.95,17.26,13.23,13.2,0,Safe
20.99,53.26,54.79,31.0,0.85,35.7,19.47,19.5,0,Safe
1.02,2.16,44.57,23.96,0.49,16.86,27.59,0.0,0,Safe
2.61,12.61,38.89,31.24,0.26,11.9,22.06,0.0,0,Safe
36.75,126.08,77.87,37.62,1.52,35.39,12.17,35.4,1,Watch
14.02,114.9,57.4,20.91,0.37,34.05,19.94,19.2,0,Safe
13.2,87.52,72.76,19.78,0.59,16.59,18.46,10.7,0,Safe
51.09,179.63,76.7,34.34,1.93,35.28,19.29,50.0,1,Watch
0.97,23.25,39.02,29.06,0.59,11.92,23.91,0.0,0,Safe
2.33,1.08,45.2,21.86,0.32,9.13,26.29,0.0,0,Safe
36.03,76.73,53.49,32.37,1.02,35.59,20.37,28.6,0,Safe
83.38,201.88,92.7,46.21,3.54,79.99,13.93,100.0,3,Critical
3.55,8.86,47.94,37.63,0.37,12.27,20.11,4.6,0,Safe
66.77,215.67,66.88,38.97,1.39,19.97,17.65,45.5,1,Watch
21.14,58.7,61.17,39.25,0.44,12.89,18.4,13.9,0,Safe
0.1,2.72,39.46,34.42,0.5,10.7,29.15,0.0,0,Safe
46.75,189.09,68.69,42.7,1.72,30.67,13.45,47.9,1,Watch
39.33,33.54,59.75,34.86,0.39,27.69,15.51,24.1,0,Safe
0.71,12.43,32.23,30.24,0.51,7.71,24.18,2.8,0,Safe
127.19,316.73,87.7,36.61,2.18,85.31,17.4,82.4,3,Critical
20.33,33.42,73.23,30.24,1.08,20.43,17.98,14.9,0,Safe
52.79,342.13,89.99,45.27,3.1,71.91,17.53,93.6,3,Critical
2.1,23.26,35.78,19.44,0.32,6.25,20.69,3.9,0,Safe
2.79,22.73,22.96,26.82,0.27,10.64,20.91,1.8,0,Safe
20.2,100.68,69.52,26.68,0.98,25.81,15.48,21.4,0,Safe
11.0,12.59,30.5,21.06,0.47,10.37,20.64,3.9,0,Safe
5.49,57.04,69.37,27.73,1.15,32.15,13.56,14.0,0,Safe
26.81,72.89,62.07,33.86,0.88,29.79,20.68,20.2,0,Safe
6.58,0.02,42.86,27.66,0.31,8.76,27.15,0.0,0,Safe
119.68,326.62,95.06,52.14,2.1,53.99,16.9,96.1,3,Critical
66.31,219.88,92.58,47.6,4.07,89.76,10.03,100.0,3,Critical
58.7,108.03,63.37,25.63,0.95,30.08,18.24,24.4,0,Safe
5.48,3.26,32.33,28.59,0.23,4.87,13.45,5.2,0,Safe
1.4,4.17,44.63,36.22,0.43,14.68,30.32,2.8,0,Safe
2.15,17.42,41.14,20.06,0.42,10.2,19.57,1.9,0,Safe
31.78,211.37,80.13,37.35,0.9,62.5,18.83,58.8,1,Watch
1.53,2.64,34.0,22.73,0.34,3.04,26.44,0.3,0,Safe
36.72,33.72,78.08,34.7,0.48,28.4,17.98,23.5,0,Safe
5.58,18.96,39.68,25.72,0.22,3.38,19.57,5.5,0,Safe
0.16,5.4,38.43,23.35,0.12,8.65,22.73,0.0,0,Safe
1.36,3.91,35.07,24.38,0.39,7.65,22.44,2.2,0,Safe
3.34,0.84,42.59,37.16,0.58,10.5,23.95,1.6,0,Safe
28.53,99.18,66.99,36.48,0.83,27.8,21.66,28.4,0,Safe
2.41,22.04,39.36,24.55,0.36,4.8,23.65,3.5,0,Safe
24.64,32.32,70.9,33.75,0.65,26.21,16.71,18.2,0,Safe
0.75,18.74,32.72,17.95,0.1,6.59,21.02,1.7,0,Safe
29.56,39.56,74.59,38.25,1.07,34.16,19.03,29.1,0,Safe
8.58,70.31,67.53,23.26,0.37,18.73,19.8,11.6,0,Safe
7.82,85.31,49.45,36.78,1.02,26.12,15.62,23.9,0,Safe
4.53,10.8,44.11,36.76,0.1,19.13,21.97,4.3,0,Safe
30.95,42.7,60.81,35.16,0.98,27.47,19.82,24.4,0,Safe
3.19,17.68,45.07,33.49,0.48,13.67,25.91,4.3,0,Safe
1.05,24.79,45.06,35.54,0.46,17.3,26.97,3.5,0,Safe
22.77,35.75,59.57,38.87,0.79,27.6,21.9,26.3,0,Safe
12.42,79.33,65.97,34.22,0.53,24.74,15.09,19.3,0,Safe
0.87,11.6,39.7,21.36,0.44,11.18,25.68,0.0,0,Safe
34.14,86.14,62.55,31.72,0.92,35.3,25.96,19.3,0,Safe
106.43,265.41,96.11,41.71,3.54,75.83,14.76,100.0,3,Critical
11.25,70.7,46.6,41.86,0.75,17.68,20.97,10.9,0,Safe
45.8,188.09,69.65,37.58,0.9,43.16,18.33,48.0,1,Watch
22.33,53.39,64.67,32.99,0.72,26.41,24.7,17.5,0,Safe
35.51,39.61,68.9,31.05,0.36,34.1,23.09,20.5,0,Safe
84.84,251.36,88.53,47.96,3.56,58.39,12.22,98.4,3,Critical
15.11,13.37,23.8,25.77,0.36,7.23,15.97,2.0,0,Safe
1.65,7.1,37.42,36.75,0.14,8.45,22.64,0.5,0,Safe
89.21,311.12,96.2,42.45,3.49,66.38,10.22,95.2,3,Critical
27.42,112.01,70.91,25.03,0.95,33.73,14.83,22.7,0,Safe
0.27,12.88,26.24,31.22,0.14,13.82,28.18,0.0,0,Safe
103.15,130.9,83.14,44.43,1.6,45.36,19.3,64.8,2,Warning
47.61,92.8,69.92,41.78,0.63,39.88,16.1,45.1,1,Watch
26.99,89.66,77.64,34.56,0.3,30.87,22.24,24.4,0,Safe
32.88,197.75,81.32,44.21,0.86,57.05,12.8,63.4,2,Warning
107.65,247.94,95.44,51.95,2.52,56.26,8.23,100.0,3,Critical
113.8,324.16,86.89,45.55,2.43,61.03,12.2,92.0,3,Critical
64.44,230.86,92.29,46.68,2.53,74.34,9.19,100.0,3,Critical
115.57,330.74,87.7,51.87,2.27,86.91,17.15,100.0,3,Critical
101.24,347.7,97.02,41.96,2.88,77.3,14.07,97.0,3,Critical
74.28,200.73,81.15,31.68,1.01,21.45,15.08,43.0,1,Watch
0.24,10.46,34.44,26.42,0.45,14.25,22.2,1.4,0,Safe
3.57,4.4,28.2,23.9,0.18,15.44,28.05,1.1,0,Safe
13.04,31.59,66.02,37.73,0.67,27.37,15.17,14.4,0,Safe
1.78,16.28,32.75,34.71,0.15,14.67,22.08,0.0,0,Safe
0.65,23.55,47.64,23.68,0.51,10.85,28.2,0.0,0,Safe
15.44,55.89,61.5,30.96,0.85,37.34,19.71,27.6,0,Safe
34.35,75.04,68.03,35.08,0.9,27.57,17.93,28.8,0,Safe
0.07,17.94,24.46,33.49,0.55,10.91,24.46,0.9,0,Safe
1.47,16.12,37.15,33.59,0.15,12.76,27.84,0.7,0,Safe
0.34,0.6,34.99,14.48,0.53,19.02,25.85,1.8,0,Safe
26.67,149.27,74.35,27.18,1.65,49.56,15.65,38.1,1,Watch
0.81,24.41,32.12,38.88,0.26,9.33,21.17,1.0,0,Safe
4.62,66.61,63.15,29.76,1.06,40.72,21.0,23.1,0,Safe
6.04,7.81,42.05,31.19,0.34,6.93,24.34,1.4,0,Safe
23.59,36.85,71.43,42.32,0.51,34.09,21.03,21.0,0,Safe
6.66,13.96,41.67,29.77,0.58,14.58,22.53,4.3,0,Safe
56.54,278.68,94.29,44.86,4.5,78.64,14.03,100.0,3,Critical
90.44,211.39,95.2,53.54,2.84,56.3,20.32,100.0,3,Critical
38.64,127.38,71.78,44.61,1.74,38.43,16.73,45.9,1,Watch
18.99,117.2,67.37,28.34,0.67,21.72,13.44,12.2,0,Safe
6.62,6.86,39.23,42.81,0.52,14.21,27.92,1.3,0,Safe
70.81,168.46,85.18,37.55,1.15,33.95,19.26,51.1,1,Watch
1.03,20.75,38.01,31.3,0.51,21.0,34.77,1.3,0,Safe
4.57,1.19,21.76,19.73,0.15,9.79,32.79,4.0,0,Safe
56.6,176.09,83.76,41.56,1.23,47.93,14.97,58.4,1,Watch
67.65,377.69,85.36,55.75,4.68,89.1,12.8,100.0,3,Critical
0.75,14.13,21.32,23.12,0.24,5.21,23.88,0.0,0,Safe
43.02,37.33,71.28,33.6,1.1,28.89,19.95,22.3,0,Safe
40.32,163.43,78.52,32.11,1.79,41.98,16.67,41.8,1,Watch
27.07,82.29,66.1,20.86,0.87,16.65,17.21,9.1,0,Safe
0.79,9.34,30.15,17.07,0.53,13.2,25.49,0.0,0,Safe
1.79,4.89,27.1,19.29,0.24,18.21,18.29,2.6,0,Safe
77.29,363.02,90.7,48.92,4.03,59.83,12.4,100.0,3,Critical
123.02,121.88,71.72,28.18,1.96,36.9,20.62,43.9,1,Watch
0.43,0.8,16.31,26.61,0.43,6.82,24.53,0.9,0,Safe
7.19,7.56,30.92,25.74,0.52,13.5,20.63,1.7,0,Safe
19.06,38.92,72.18,35.26,0.59,22.67,20.76,19.1,0,Safe
0.58,0.54,36.23,24.64,0.2,14.39,22.23,0.4,0,Safe
0.69,10.46,20.25,26.12,0.3,13.57,22.29,0.0,0,Safe
2.41,12.37,19.01,36.33,0.27,14.3,20.41,0.0,0,Safe
1.68,23.35,46.47,23.74,0.27,7.92,24.92,3.6,0,Safe
71.28,162.23,75.76,47.84,1.06,39.06,16.16,68.1,2,Warning
43.19,119.33,60.36,36.14,0.55,36.49,21.99,34.9,1,Watch
56.26,357.07,98.45,50.22,3.58,62.18,13.88,100.0,3,Critical
8.19,74.04,69.28,18.0,0.86,24.73,15.95,11.4,0,Safe
3.58,11.43,18.84,29.76,0.13,7.34,25.64,1.8,0,Safe
70.84,212.13,96.16,36.35,3.56,68.97,10.18,83.5,3,Critical
16.63,47.39,62.19,36.44,0.61,31.13,17.21,13.7,0,Safe
110.02,327.52,98.92,37.08,1.81,87.32,11.68,86.9,3,Critical
82.57,359.23,93.84,55.41,4.5,85.62,16.14,100.0,3,Critical
11.43,70.62,64.13,17.64,0.76,23.63,21.07,11.6,0,Safe
57.87,151.03,80.3,29.22,1.78,47.41,18.44,42.7,1,Watch
23.87,47.03,68.91,32.74,1.07,29.4,17.01,20.6,0,Safe
2.69,4.78,43.52,38.49,0.37,8.91,19.64,5.4,0,Safe
29.15,200.46,72.72,42.24,1.67,41.85,16.07,52.9,1,Watch
3.24,6.09,37.52,10.99,0.49,16.62,23.38,4.2,0,Safe
124.27,201.79,85.84,37.98,2.31,91.87,10.75,87.8,3,Critical
0.75,9.4,26.36,27.42,0.56,5.39,20.26,0.0,0,Safe
1.76,19.42,37.2,30.0,0.22,8.39,27.0,7.2,0,Safe
28.35,183.51,85.24,38.28,1.13,51.82,11.19,54.8,1,Watch
33.36,128.93,71.98,39.72,1.76,38.53,14.57,39.3,1,Watch
0.93,24.44,34.12,22.78,0.12,8.9,25.69,0.5,0,Safe
2.13,4.21,33.6,33.98,0.44,9.16,27.5,0.0,0,Safe
5.91,9.69,44.26,29.36,0.33,5.99,17.35,0.0,0,Safe
18.89,32.02,64.64,34.67,1.19,27.92,19.36,23.4,0,Safe
4.04,18.71,30.28,33.76,0.51,7.54,27.19,2.8,0,Safe
14.88,56.11,63.36,40.05,0.73,33.28,16.48,22.0,0,Safe
30.96,202.08,64.25,48.67,1.33,54.72,16.03,63.0,2,Warning
101.37,250.03,98.12,52.61,3.02,70.87,12.01,100.0,3,Critical
52.33,374.05,95.91,56.61,4.08,65.61,11.37,100.0,3,Critical
1.37,21.62,35.64,31.35,0.35,8.38,19.14,0.7,0,Safe
48.64,74.17,70.6,26.1,1.03,27.29,17.02,20.2,0,Safe
86.89,366.74,90.39,42.88,4.04,59.71,12.15,94.9,3,Critical
1.39,4.87,27.78,30.81,0.56,3.16,25.11,4.6,0,Safe
30.44,96.06,58.83,40.52,1.06,26.03,19.93,27.8,0,Safe
43.19,117.97,66.35,46.8,0.6,31.86,25.23,40.1,1,Watch
89.48,79.97,56.82,25.5,0.38,19.5,20.34,20.9,0,Safe
1.53,7.18,48.08,29.86,0.15,11.15,18.26,4.1,0,Safe
1.2,9.79,36.09,37.13,0.5,8.67,22.73,0.0,0,Safe
13.47,168.16,81.0,37.84,1.62,42.95,19.6,49.2,1,Watch
33.63,52.44,62.34,35.01,0.94,32.36,13.93,25.6,0,Safe
24.2,155.13,77.47,43.29,1.52,44.66,12.65,48.9,1,Watch
36.36,207.77,70.45,32.72,1.18,48.58,14.03,49.0,1,Watch
0.04,4.4,31.94,36.05,0.39,12.2,25.58,0.0,0,Safe
103.42,321.28,93.77,42.28,3.22,74.09,13.56,100.0,3,Critical
4.69,22.9,35.14,36.6,0.49,9.98,28.75,6.7,0,Safe
11.48,91.98,71.66,29.47,1.03,31.58,21.99,19.8,0,Safe
4.19,20.92,29.02,16.0,0.28,3.75,20.14,2.7,0,Safe
8.85,17.73,28.87,32.89,0.2,5.82,26.88,1.1,0,Safe
42.27,59.07,75.63,30.86,0.92,27.49,21.33,21.7,0,Safe
4.86,58.82,72.42,22.18,1.01,23.41,20.05,11.2,0,Safe
0.46,2.76,29.16,32.64,0.11,8.64,19.04,3.8,0,Safe
30.97,102.66,72.22,23.82,0.37,38.26,20.81,20.9,0,Safe
4.09,9.68,36.36,27.72,0.16,12.53,24.78,5.0,0,Safe
3.58,7.11,46.02,27.84,0.14,11.59,23.87,0.0,0,Safe
0.71,18.66,28.29,25.67,0.38,12.69,36.08,2.1,0,Safe
52.24,66.14,60.25,37.58,0.31,27.27,20.04,28.7,0,Safe
107.17,315.64,85.86,36.82,3.92,74.8,14.12,91.3,3,Critical
1.86,6.23,27.39,31.26,0.25,5.96,29.86,0.0,0,Safe
18.61,156.47,79.23,36.92,0.88,37.4,14.28,39.4,1,Watch
5.69,8.99,28.02,13.99,0.33,12.34,16.36,3.3,0,Safe
35.09,156.91,81.94,34.74,1.07,57.49,12.91,52.0,1,Watch
29.18,85.25,67.64,33.41,1.01,29.49,24.49,28.7,0,Safe
2.23,16.34,28.63,46.65,0.18,9.08,21.18,2.2,0,Safe
60.78,232.69,86.7,40.56,2.72,52.34,16.1,75.3,2,Warning
2.04,15.31,30.04,26.89,0.1,9.68,27.73,0.0,0,Safe
0.46,10.01,47.46,20.03,0.2,5.3,21.0,0.0,0,Safe
17.39,94.88,58.7,35.09,0.93,26.9,15.76,18.4,0,Safe
1.59,13.9,35.65,22.9,0.19,11.23,19.44,0.5,0,Safe
20.12,101.13,65.22,42.85,0.64,19.68,18.95,18.7,0,Safe
0.64,16.8,36.0,30.45,0.36,8.37,26.35,3.8,0,Safe
43.13,147.49,81.15,35.79,1.08,45.9,15.71,42.5,1,Watch
38.18,59.71,63.23,29.99,0.74,23.26,17.05,18.7,0,Safe
3.88,7.17,38.22,29.41,0.3,4.92,18.78,0.6,0,Safe
0.87,9.73,50.53,37.29,0.28,8.76,25.38,5.4,0,Safe
1.41,5.98,39.5,28.46,0.28,14.18,22.17,2.3,0,Safe
2.33,3.3,26.64,35.53,0.41,7.89,20.29,3.5,0,Safe
12.64,117.93,66.92,41.49,0.63,25.32,15.32,28.8,0,Safe
4.3,4.85,37.46,22.87,0.17,14.21,26.15,5.2,0,Safe
0.25,11.01,39.34,16.18,0.14,8.27,19.38,0.0,0,Safe
3.69,24.51,27.64,15.56,0.12,10.28,28.12,0.0,0,Safe
0.25,7.35,31.32,30.96,0.2,6.14,24.21,3.0,0,Safe
37.34,92.91,61.1,22.67,0.34,11.13,22.03,15.6,0,Safe
2.22,15.34,30.56,37.65,0.5,9.22,28.98,0.0,0,Safe
0.95,4.91,40.51,13.42,0.51,5.6,18.67,0.0,0,Safe
3.35,11.4,42.35,34.1,0.43,10.52,20.2,4.0,0,Safe
1.64,8.58,40.25,23.8,0.39,3.73,23.49,4.0,0,Safe
49.4,180.95,87.96,46.06,1.25,26.23,16.46,47.7,1,Watch
1.36,11.67,31.34,24.87,0.27,15.08,26.51,2.6,0,Safe
21.18,64.34,56.59,32.19,1.08,39.03,20.14,20.2,0,Safe
0.95,0.45,28.53,37.74,0.59,8.26,26.32,2.6,0,Safe
116.07,201.87,94.37,42.28,3.67,58.04,18.66,89.8,3,Critical
16.49,32.71,61.54,31.17,1.17,9.33,21.72,9.1,0,Safe
39.01,85.92,58.32,33.79,1.13,14.38,17.98,16.7,0,Safe
16.8,1.17,31.77,19.67,0.15,13.52,25.79,0.9,0,Safe
20.06,64.23,84.34,23.04,1.05,26.87,17.84,17.3,0,Safe
49.33,169.96,79.8,24.34,1.64,45.56,22.28,39.9,1,Watch
4.57,12.83,24.45,24.13,0.51,5.44,23.6,0.7,0,Safe
41.43,88.76,65.66,30.0,0.75,18.34,19.04,20.6,0,Safe
